FEzW4zC11	FEzW0zC7	FEzW4zF8	FEzW4zF5	FEzW2zC6	FEzW0zF11	FEzW2zF4	FEzW2zC8	FEzW4zC1	FEzW4zC6	FEzW2zF2	FEzW0zF7	FEzW2zC10	FEzW0zF5	FEzW6zC4	FEzW0zF6	FEzW4zF1	FEzW6zC3	FEzW6zF8	FEzW0zC9	FEzW4zC10	FEzW0zF1	FEzW2zF7	FEzW4zC2	FEzW4zF3	FEzW6zF5	FEzW2zF8	FEzW6zF2	FEzW6zC6	FEzW2zF6	FEzW0zF2	FEzW2zC2	FEzW6zF9	FEzW4zC3	FEzW0zF3	FEzW4zF9	FEzW6zF6	FEzW2zC9	FEzW6zC2	FEzW0zF9	FEzW2zC4	FEzW0zC2	FEzW4zC9	FEzW6zC10	FEzW0zC1	FEzW4zF4	FEzW6zF3	FEzW2zC3	FEzW4zF7	FEzW0zC6	FEzW6zF11	FEzW0zF4	FEzW2zF11	FEzW4zC4	FEzW0zC10	FEzW6zC7	FEzW6zF7	FEzW6zC5	FEzW6zF1	FEzW2zC5	FEzW0zC4	FEzW0zC5	FEzW6zC9	FEzW6zC1	FEzW2zF1	FEzW2zC11	FEzW2zF9	FEzW2zF5	FEzW2zF3	FEzW2zC1	FEzW2zC7	FEzW4zF2	FEzW4zC7	FEzW6zF4	FEzW4zC5	FEzW0zC8	FEzW4zC8	FEzW4zF6	FEzW0zC11	FEzW6zC11	FEzW6zC8
0	1	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	2	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
0	1	0	0	15	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	41	0	0	0
0	0	105	213	0	12	0	47	0	111	0	0	0	0	0	0	0	0	91	252	0	0	0	0	239	0	58	0	249	0	11	0	0	0	27	0	0	196	0	64	0	0	168	0	204	46	434	0	0	3	97	177	0	0	0	0	0	0	0	0	172	0	3	0	0	121	0	0	188	0	0	0	0	32	0	4	0	130	8	0	79
0	0	100	0	0	2	71	80	30	0	0	0	119	0	0	6	0	0	61	44	94	195	0	0	0	0	89	0	0	13	6	10	10	0	209	32	0	24	0	4	0	50	1	71	27	164	0	56	0	100	5	6	6	0	207	0	0	0	0	0	68	0	0	1	0	0	8	0	0	13	0	0	0	146	0	4	0	42	5	0	0
0	0	73	3	0	6	2	16	0	0	11	4	10	0	2	0	0	0	50	16	13	0	0	0	0	0	16	0	0	7	17	0	6	0	5	18	0	12	0	4	0	2	95	17	7	0	0	0	0	0	72	13	9	0	0	0	0	0	0	4	26	15	18	0	0	25	10	7	0	0	0	0	0	9	0	20	0	22	36	0	0
0	0	59	25	0	18	2	6	2	0	16	15	20	0	0	0	0	0	24	6	8	11	0	0	0	0	20	0	0	48	0	0	43	0	0	63	0	24	0	9	0	4	29	8	2	0	0	2	0	0	27	4	2	0	0	0	0	40	14	5	43	0	5	0	0	2	10	8	0	0	0	0	0	4	2	0	0	34	28	0	0
0	0	56	0	0	0	0	21	0	0	44	2	68	0	0	0	0	0	63	0	75	0	0	0	0	0	0	0	0	0	0	0	186	0	0	120	0	222	0	0	0	0	0	0	0	0	0	0	0	0	2	0	95	0	67	0	0	0	0	0	0	0	0	0	0	253	252	0	0	0	0	0	0	0	0	0	0	0	30	0	0
0	0	44	34	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	17	0	0	0	2	0	3	0	0	10	0	0	33	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0	0	43	31	139	132	23	15	106	84	111	78	34	99	18	96	45	0	166	114	109	92	0	284	98	0	231	0	147	137	76	3	4	19	78	79	0	52	71	263	16	14	96	13	142	25	5	63	0	161	95	35	36	0	96	0	0	34	26	8	91	25	53	68	0	84	6	0	201	54	0	0	0	40	143	28	0	97	140	0	0
0	0	42	0	0	0	17	17	0	0	2	0	24	0	0	16	23	0	132	0	73	9	0	0	0	0	82	0	0	21	2	0	0	0	0	27	0	62	0	0	0	2	65	24	0	13	0	15	0	0	70	0	15	0	56	0	0	9	47	33	50	13	0	0	0	47	6	0	0	0	0	0	0	59	0	9	0	20	0	0	0
0	0	36	0	0	0	42	67	0	0	49	3	56	0	0	13	0	0	6	4	57	0	0	0	0	0	7	0	0	0	11	0	0	0	0	7	0	22	0	2	0	0	0	67	3	40	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	5	0	0	0	0	3	0	0
0	0	33	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	12	0	2	16	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
0	0	29	0	0	0	16	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	25	0	0	0	0	0	3	0	26	0	0	0	0	0	25	9	0	46	10	0	0	0	37	0	0	0	7	61	48	0	0	0	0	0	64	0	32	126	6	0	0	11	0	0	0	0	10	0	0	0	45	116	2	0	0	0	0	0
0	0	26	32	2	0	0	16	6	25	12	3	0	12	0	0	7	1	68	23	7	0	4	15	20	31	39	40	44	9	0	0	53	0	0	24	19	0	33	0	0	0	0	2	0	0	0	0	9	0	0	0	6	2	0	4	33	1	0	0	0	0	0	0	87	0	13	18	3	13	7	10	30	30	0	0	8	0	0	0	7
0	0	23	0	0	0	3	5	2	9	2	0	2	0	0	3	27	0	22	12	0	0	7	30	5	0	3	0	11	15	7	2	0	0	0	9	2	34	0	3	0	15	13	8	4	2	30	7	0	5	6	3	0	0	0	0	22	0	6	0	4	2	0	6	0	7	3	28	0	0	0	0	23	7	3	0	10	7	3	0	51
0	0	21	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	4	5	13	0	0	0	0	0	19	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	6	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	19	0	13	0	0	0
0	0	20	2	0	0	8	2	2	4	0	0	0	0	0	0	4	0	0	4	0	0	0	0	9	10	0	0	0	8	0	0	0	0	0	3	0	2	0	0	3	0	2	0	0	0	12	0	0	2	0	13	0	2	0	0	2	0	0	0	0	0	0	13	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	18	2	0	1	0	0	2	0	9	2	10	2	0	0	0	0	0	4	6	1	0	0	0	0	7	0	0	11	0	0	10	0	0	7	0	6	0	2	0	2	17	6	0	0	0	0	0	0	12	1	3	0	0	0	0	3	5	0	12	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	6	15	0	0
0	0	17	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	16	11	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	12	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0
0	0	15	0	6	8	7	4	22	7	21	8	6	9	0	0	14	8	52	7	14	8	0	3	7	4	40	0	11	7	8	8	3	17	5	3	0	8	0	0	5	0	35	6	4	11	17	0	0	0	7	17	10	0	0	5	0	13	19	10	0	23	0	12	4	0	11	0	36	18	0	0	0	10	7	0	0	17	58	0	3
0	0	14	0	0	0	13	10	4	0	0	0	19	0	5	0	0	0	13	12	6	0	0	0	0	0	4	0	0	3	7	0	4	0	3	9	0	16	0	2	35	4	14	0	0	2	0	0	0	0	0	4	0	3	13	0	0	0	0	0	0	0	0	0	0	16	0	0	0	10	0	0	0	0	0	24	0	14	14	0	0
0	0	13	0	0	0	0	0	0	7	0	0	0	5	0	0	0	11	0	0	0	0	7	0	0	0	0	38	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	0	21	0	0	0	0	0	8	0	0	3	0	0
0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	13	218	1	23	4	1	0	0	0	0	0	0	0	2	0	0	28	16	0	0	0	0	0	0	0	0	0	15	37	2	35	0	19	0	0	12	35	0	0	0	0	23	29	0	2	2	0	0	6	2	0	0	46	0	0	0	11	0	63	3	12	23	0	0	1	0	46	0	0	0	0	28	14	4	0	0	14	0	0
0	0	13	15	0	0	0	11	0	0	27	24	3	3	0	18	0	0	6	15	0	6	0	0	0	0	4	0	0	35	6	6	0	0	0	0	0	9	0	0	0	28	21	8	15	43	0	25	0	2	46	4	2	0	72	0	0	0	0	6	43	25	0	0	0	0	2	4	0	0	0	0	0	22	0	0	0	3	55	0	0
0	0	13	19	0	1	0	2	0	0	5	7	10	2	0	2	0	0	14	2	10	0	0	0	0	0	12	0	0	38	0	0	18	0	0	28	0	4	0	3	0	5	19	7	2	0	0	2	0	0	13	5	6	0	0	0	0	13	8	0	16	0	12	0	0	0	2	1	0	0	0	0	0	0	0	0	0	18	3	0	0
0	0	12	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	24	0	6	0	0	0	0	0	2	8	0	0	0	0	9	0	0	3	0	0	0	0	0	2	0	7	0	0	0	8	0	0	5	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	12	0	26	0	0	8	3	0	0	0	0	0	3	0	20	0	3	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	40	0	3	0	19	0	0	0	0	0	0	0	9	0	1	0	0	17	0	6	5	0	0	0	9	21	20	7	0	0	0	0	0	0	0	0	0	8	0	0	23	0	0
0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0
0	0	10	3	0	0	0	5	0	0	5	7	4	2	0	11	0	0	2	19	0	10	0	0	0	0	4	0	0	7	2	1	0	0	0	0	0	6	0	1	0	10	8	1	8	19	0	11	0	0	19	0	1	0	49	0	0	0	0	5	13	21	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	2	17	0	0
0	0	10	0	0	0	12	14	0	0	8	0	12	0	0	3	0	0	0	0	11	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3	0	0
0	0	9	16	5	0	0	4	0	0	2	0	2	5	0	0	2	5	5	5	3	2	3	4	3	20	4	0	2	5	0	0	7	0	0	6	4	0	14	3	0	2	2	4	2	0	2	0	7	0	2	0	0	0	0	2	3	0	0	7	7	0	3	0	0	9	0	6	3	2	0	0	0	0	2	15	0	8	0	0	8
0	0	9	0	19	0	0	0	9	5	0	0	0	0	0	0	0	0	6	4	0	0	0	2	0	0	0	0	4	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	2	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	26	0	0	0	0	0	2	0	0	4	6	0	0
0	0	9	0	0	0	0	6	0	0	0	0	12	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	25	0	0	11	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	13	0	0	0	0	0	0	0	0	0	0	56	35	0	0	0	0	0	0	0	0	0	0	0	7	0	0
0	0	9	0	0	5	3	5	4	0	0	3	12	0	0	3	13	0	8	13	2	4	0	3	0	0	5	2	6	13	10	9	19	0	6	20	5	7	2	5	2	5	2	0	6	4	7	0	0	4	22	2	13	0	11	0	0	4	31	3	5	6	0	0	5	6	9	0	0	5	0	0	0	10	0	3	0	13	10	0	0
0	0	9	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3
0	0	9	0	0	17	6	0	2	0	4	1	31	0	0	0	0	0	4	31	0	32	0	0	0	0	30	0	0	0	71	0	0	0	8	0	0	20	0	0	0	9	0	1	54	1	0	4	0	24	3	0	5	0	15	0	0	0	0	2	34	27	0	0	0	0	0	0	2	2	0	0	0	9	0	21	0	0	28	0	0
0	0	8	1	0	0	4	17	8	4	0	0	2	0	0	2	8	0	0	0	0	6	0	2	0	0	0	0	0	3	8	17	0	0	2	0	0	3	0	0	5	22	0	0	25	5	0	2	0	0	0	0	2	0	0	0	0	6	0	11	1	35	0	0	1	6	0	8	0	0	0	0	0	9	6	3	0	0	0	0	0
0	0	8	4	0	22	0	0	0	3	3	0	0	0	0	1	0	0	0	31	0	0	0	0	0	18	3	0	0	0	7	0	0	6	0	1	0	1	0	0	0	2	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	27	4	0	0
0	0	8	0	0	27	0	24	16	0	18	24	0	62	0	9	14	0	28	4	11	21	0	0	0	0	9	67	0	5	0	0	0	18	2	5	0	1	0	0	0	16	0	7	0	0	0	5	0	0	0	0	5	0	0	0	13	15	18	7	0	9	0	25	54	0	0	3	0	0	0	14	3	0	0	0	13	8	12	11	2
0	0	7	25	41	0	29	0	10	35	10	0	3	24	0	0	9	3	0	0	3	2	0	0	24	14	0	0	11	3	0	3	0	24	0	0	0	0	0	0	2	0	4	0	2	6	20	4	0	3	0	1	2	2	0	0	0	0	16	2	16	0	6	33	20	0	0	31	43	9	0	0	0	11	0	0	0	6	4	0	0
0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	19	0	0	0	0	0	10	7	0	0	5	0	0	5	0	0	24	0	0	0	0	0	0	0	4	0	0	0	0	7	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	20	0	0
0	0	7	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	2	2	7	0	0	0	0	0	6	0	0	0	10	5	5	0	0	0	0	0	0	5	0	3	0	10	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2
0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	25	0	0	0	0	0	11	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	4	5	5	0	0	0	0	7	0	0	5	0	0	0	0	0	2	0	1	0	0	0	3	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	7	0	0	29	0	2	0	0	0	0	2	0	0	0	0	0	109	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0
0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7	0	13	0	0	3	0	0	0	3	0	0	2	0	7	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	21	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	5	0	2	2	0	0	0	10	13	7	2	0	0	0	0	0	0	0	0	0	6	0	0	17	0	0
0	0	6	0	0	24	0	39	14	0	17	19	0	64	0	5	26	0	0	2	1	12	0	0	0	0	0	75	0	12	0	0	0	23	0	6	0	2	0	0	0	17	0	12	0	0	0	21	0	0	0	0	3	0	0	2	17	8	23	2	4	6	0	27	37	0	0	0	0	0	0	7	3	0	2	0	5	4	13	7	7
0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0
0	0	6	5	0	2	0	10	10	4	2	0	6	10	2	1	18	7	5	6	8	14	0	23	5	8	11	22	23	8	3	48	4	10	4	0	2	4	23	7	9	19	9	7	2	0	13	9	0	16	6	3	3	3	0	4	0	0	0	7	5	3	0	13	7	0	0	9	18	8	0	0	0	0	6	11	0	2	1	2	6
0	0	6	17	42	8	12	11	0	35	3	0	4	26	14	27	0	0	4	0	2	8	0	49	41	0	16	0	33	18	60	95	0	0	9	2	0	4	57	3	13	17	0	0	0	23	14	43	0	16	2	32	5	15	2	0	0	38	0	17	11	8	0	0	0	0	0	4	0	0	0	0	0	27	76	2	0	0	0	0	0
0	0	6	0	0	1	0	17	0	0	2	1	0	2	0	2	4	0	0	20	3	13	0	0	0	0	0	0	0	1	0	0	2	0	6	0	0	0	0	4	0	0	0	7	17	0	0	0	0	0	8	16	0	0	6	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	21	0	16	0	2	0	0	0
0	0	6	0	2	1	14	12	0	0	8	2	22	0	0	4	15	0	3	13	3	58	0	0	0	0	0	56	0	3	2	0	8	0	0	0	0	0	0	61	0	6	11	27	28	53	0	0	0	5	3	22	2	0	1	0	0	0	0	2	2	0	26	0	0	0	0	0	0	0	0	0	0	36	2	47	0	4	5	0	0
0	0	6	0	0	5	1	0	0	0	2	0	9	0	0	0	0	0	0	21	0	16	0	0	0	0	7	0	0	0	22	0	0	0	0	0	0	6	0	0	0	5	0	3	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	12	10	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0
0	0	6	13	0	0	0	4	0	0	28	15	2	0	0	16	0	0	13	27	0	3	0	0	0	0	8	0	0	17	10	5	0	0	0	0	0	2	0	0	0	20	33	7	9	42	0	16	0	0	27	3	5	0	60	0	0	0	0	5	26	16	0	0	0	0	0	4	0	0	0	0	0	15	0	0	0	0	36	0	0
0	0	6	2	0	5	0	0	0	11	4	0	6	3	0	8	3	0	2	5	7	12	0	15	2	0	4	0	15	5	6	6	8	0	0	2	2	7	22	9	0	4	0	0	8	9	12	0	0	0	0	0	4	7	7	2	2	10	11	0	0	4	0	0	41	3	7	0	4	5	1	2	3	0	16	28	3	1	0	0	4
0	0	6	0	0	7	0	15	0	0	0	0	2	0	2	5	9	0	6	9	0	2	2	0	26	0	3	0	0	5	0	5	0	0	0	0	3	0	0	3	0	0	0	0	0	3	1	0	0	0	0	3	3	0	2	0	0	0	3	2	0	0	0	0	0	0	0	4	33	15	0	0	0	7	0	4	0	0	0	0	5
0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	16	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	6	0	0	0	0	9	0	4	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0
0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0	0	5	8	0	0	0	1	0	0	24	15	0	0	0	34	0	0	3	13	4	5	0	0	0	0	0	0	0	12	9	1	0	0	0	0	0	12	0	2	0	27	22	6	19	35	0	6	0	0	13	1	2	0	46	0	0	0	0	2	31	34	0	0	0	0	7	4	0	0	0	0	0	27	0	0	0	0	13	0	0
0	0	5	0	0	0	0	0	0	36	0	0	0	0	0	0	0	8	8	0	0	0	0	0	17	20	15	27	67	0	0	0	0	10	0	22	0	0	0	0	0	0	0	0	0	0	10	0	14	0	0	0	0	0	0	39	27	0	0	0	0	0	0	0	62	0	11	0	0	0	12	0	27	0	15	0	0	0	0	21	5
0	0	5	7	0	8	3	7	26	0	15	4	0	10	0	0	0	0	0	10	5	28	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	0	0	15	2	16	9	0	12	10	0	5	0	30	15	5	0	0	7	0	0	3	0	11	9	38	3	0	0	3	0	0	0	0	0	0	0	4	0	0	0	4	9	0	0
0	0	5	2	0	2	8	0	0	10	0	0	2	0	0	3	0	0	2	0	0	0	0	11	0	0	2	0	2	4	0	20	0	0	2	0	0	1	7	0	0	8	0	0	0	6	0	9	0	0	0	0	0	0	0	5	0	0	13	4	3	20	0	0	0	7	0	5	0	0	0	0	0	5	0	6	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	31	59	11	0	0	0	0	0	0	0	0	32	0	0	2	0	0	27	0	2	0	6	0	0	91	23	0	0	0	0	0	0	5	0	0	0	17	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	7	0	0
0	0	5	0	0	2	0	0	26	0	2	55	0	2	0	0	0	0	0	320	0	14	0	0	0	0	0	0	0	0	97	0	0	0	248	0	0	49	0	509	0	7	3	0	95	0	0	0	0	48	0	3	65	0	0	0	0	0	0	0	163	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	11	314	0	0
0	0	5	2	0	0	6	4	16	2	1	5	0	6	0	0	5	0	9	4	0	9	0	0	8	0	0	0	0	2	2	5	10	0	6	1	9	11	12	11	0	2	19	0	1	10	0	2	0	0	8	8	0	0	12	10	0	7	0	15	14	1	0	12	0	15	5	27	0	8	0	0	17	2	17	5	1	5	30	0	18
0	0	5	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	6	0	0	4	2	0	7	0	2	7	2	3	0	4	2	0	0	0	4	0	6	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	4	0	4	0	0	5	2	0	0	4	0	0	0	0	0	0	2	0
0	0	4	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	4	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0
0	0	4	0	0	4	2	0	0	0	8	0	11	2	0	14	0	0	7	0	2	2	0	0	0	0	4	0	0	12	0	0	8	0	0	4	0	0	0	0	0	0	0	8	0	5	0	3	0	0	0	4	0	0	17	0	0	0	3	4	0	0	2	0	0	0	4	0	0	0	0	0	0	11	5	6	0	0	0	0	0
0	0	4	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	10	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	11	0	1	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	14	0
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	3	0	0	0	4	0	0	0	0	7	0	2	0	0	0	2	0	0	1	0	0	0	33	0	0	0	0	0	1	0	0	0	5	0	0	2	0	1	0	4	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
0	0	4	0	0	23	0	0	0	0	0	36	4	2	0	8	0	0	50	22	0	23	0	0	0	0	11	0	0	18	21	0	0	0	3	7	0	15	0	6	0	3	36	0	4	0	0	2	0	5	4	0	8	0	64	0	0	0	0	3	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	17	0	0
0	0	4	0	0	0	2	5	2	0	0	0	6	0	0	0	0	0	2	0	5	7	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	6	0	2	4	10	0	0	5	4	0	0	1	0	6	0	20	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	5	2	0	5
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	3	0	2	0	0	0	3	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	4	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	0	0	2	2	0	0
0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0
0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
