Ro2020s021	Ro2020s035	Ro2020s001	Ro2020s003	Ro2020s022	Ro2020s028	Ro2020s012	Ro2020s002	Ro2020s008	Ro2020s026	Ro2020s024	Ro2020s037	Ro2020s016	Ro2020s004	Ro2020s019	Ro2020s029	Ro2020s031	Ro2020s027	Ro2020s009	Ro2020s039	Ro2020s010	Ro2020s030	Ro2020s013	Ro2020s020	Ro2020s007	Ro2020s017	Ro2020s014	Ro2020s023	Ro2020s015	Ro2020s033	Ro2020s025	Ro2020s038	Ro2020s011	Ro2020s018	Ro2020s006	Ro2020s005	Ro2020s036	Ro2020s032	Ro2020s034
0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	504	0	0	0	0	598	4	0	0	0	0	5	2	0	0	0	0	0	1	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
0	0	5	6	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	3	0	2	0	0	0	2	0	0	0	5	2	0	0	0	0	0
20	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	7	6	0	0	0	0	0	0	4	0	0	2	0	2	3	0	0	0
12	0	0	0	3	2	7	0	3	3	0	0	6	0	4	3	0	6	27	19	18	0	29	6	0	8	7	4	12	0	2	42	9	10	5	3	0	0	0
4	0	10	0	0	2	8	0	16	0	0	0	4	4	0	3	37	2	14	6	10	60	17	3	9	9	2	3	10	51	0	15	14	0	2	0	0	57	0
2	0	0	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	5	0
8	0	26	12	10	21	9	8	9	10	0	0	18	10	9	10	0	21	13	0	14	0	15	0	3	12	0	2	20	0	0	3	17	10	9	8	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	2	2	0	0	0	0	0	3	0	0	2	4	2	0	0	0	0	0
0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3	0	0	0	7	2	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	2	0	2	14	0	0	0	3	0	0	0	0	2	16	5	10	3	5	0	16	16	4	2	16	0	0	6	10	0	0	2	0	0	0
0	0	2	0	0	6	11	2	5	13	0	0	8	0	4	2	0	4	0	3	5	0	8	0	7	0	0	0	6	0	0	6	13	10	6	6	0	0	0
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	5	0	0	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	0	0	2	3	3	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0
0	0	0	0	0	4	8	0	2	0	0	0	0	0	0	0	0	0	6	0	9	0	5	4	0	6	4	0	3	0	0	3	8	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	1	2	0	3	7	3	2	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	4	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	4	3	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	4	0	2	0	0	0
0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	3	0	0	0	0	0
40	0	12	0	6	18	7	2	10	11	0	0	6	5	14	38	0	9	7	0	11	0	18	58	2	7	5	3	12	0	1	0	8	35	19	28	0	0	0
3	0	0	0	0	2	3	0	8	0	0	0	2	0	0	0	0	0	13	0	5	0	8	0	7	6	1	0	5	0	0	0	4	0	0	0	0	0	0
2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	4	0	3	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2	0	0	0	1	1	0	0	0	0	0	3	4	1	0	5	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	7	0	3	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0
16	0	0	0	37	3	0	0	0	5	6	0	5	0	21	6	0	5	8	31	5	0	0	5	0	0	0	13	2	0	9	31	9	26	2	6	0	0	0
0	0	0	0	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	0	6	0	2	0	0	0	3	0	0	11	3	0	0	0	0	0	0
0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	3	0	0	0	2	0	0	0	3	0	0	0	0	0	0
23	0	2	0	0	6	0	0	2	8	2	0	6	0	10	5	0	6	3	0	2	0	0	35	2	2	0	6	0	0	8	0	0	30	12	19	0	0	0
0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	8	0	0	0	0	0	0
0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	8	0	0	0	0	0	2	1	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	2	0	0	0	0	0	2	0	1	1	1	0	4	6	4	0	0	0	0	0
0	0	24	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	8	6	8	2	3	0	0	1	0	0	2	0	0	6	6	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
9	0	12	0	3	14	0	4	16	0	0	0	0	0	12	2	0	0	19	3	4	0	10	3	42	3	9	0	8	0	0	0	14	0	12	14	0	1	0
0	0	0	0	0	8	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0	0	3	2	0	0	0	0	0	2	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	5	0
0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	2	1	0	6	0	0	0	1	0	0	0	1	0
0	0	0	0	3	0	2	0	0	2	0	0	6	0	19	0	0	12	2	0	0	0	0	5	0	2	0	2	4	0	3	0	3	25	6	7	0	0	0
0	0	0	0	0	0	6	0	4	3	0	0	0	0	0	9	0	0	14	0	9	0	12	0	1	4	0	0	7	0	0	3	4	0	4	0	0	0	0
3	0	0	0	0	0	16	0	14	6	2	0	1	1	0	2	0	4	8	11	37	0	20	0	13	14	4	0	33	0	0	21	19	3	1	0	0	0	0
0	0	0	0	18	0	0	0	0	24	4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
0	0	3	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	3	0	2	2	0	0	0	0	2	0
0	0	0	3	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0
0	0	0	0	0	4	2	0	3	0	8	0	8	0	4	8	0	5	3	0	3	0	4	0	2	0	2	4	2	0	6	0	0	0	3	4	0	0	0
17	0	11	2	4	0	5	2	4	5	22	0	25	7	26	4	0	39	6	0	5	0	12	14	11	7	0	5	7	0	2	0	7	77	23	22	0	0	2
3	0	0	0	2	4	6	0	11	0	0	0	2	2	0	14	0	4	14	0	10	4	18	0	9	2	2	0	8	8	0	0	14	0	0	0	0	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0
2	0	0	0	0	1	0	0	0	2	0	0	11	0	0	1	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	6	8	0	0	0
0	0	0	0	0	10	6	0	0	6	0	0	4	2	0	2	0	0	0	0	0	0	5	4	0	0	0	0	2	1	0	3	0	0	0	0	0	5	0
75	0	13	0	9	21	0	2	0	11	13	0	29	8	28	10	0	19	0	0	0	0	0	68	0	0	0	7	0	0	15	0	0	32	24	24	0	0	2
0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	0	3	5	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0	7	0	1	0	2	0	0	0	28	0	3	0	0	0	0	0	0	0	0	0	0	15	0	0	0	18	0	0	23	0	0	3	0	3	0	0	0
0	0	64	30	0	0	0	13	0	0	0	0	7	35	15	1	401	3	0	0	0	564	0	11	0	0	0	0	0	1063	6	0	0	17	19	24	0	776	0
0	0	3	0	0	0	6	0	5	0	0	0	0	0	0	0	4	0	5	0	4	0	2	0	2	3	2	0	3	2	0	1	3	5	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	2	0	3	0	0	0	0	0	7	0	2	3	0	9	5	0	2	0	2	7	1	0	0	0	0	0	0	0	4	3	8	5	0	0	0
88	0	147	89	79	67	145	14	92	50	19	7	259	111	231	165	0	262	217	42	133	0	167	95	82	93	34	35	155	0	10	76	199	351	174	252	0	0	4
0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
1	0	3	4	2	0	13	1	46	3	0	0	8	5	0	0	0	7	9	5	22	2	17	8	13	12	0	0	19	6	2	12	7	3	0	5	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	3	0	0	0	0	4	0	0	0	0	0	0	0
2	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0
4	0	0	0	0	3	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	13	0	4	0	0	0	2	0	9	12	0	7	27	0	13	0	15	0	2	5	6	0	8	0	0	0	20	4	2	0	0	0	0
7	0	3	0	0	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	11	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
233	0	79	50	254	27	20	22	26	9	300	0	325	59	544	22	0	286	29	0	55	0	51	297	27	16	13	159	25	0	263	0	31	623	226	307	0	0	0
3	0	45	9	15	21	0	7	3	13	0	0	29	11	65	18	0	29	3	0	0	0	0	5	3	3	0	0	2	0	0	0	3	81	50	59	0	0	0
19	0	0	0	0	0	0	0	0	4	3	0	6	0	10	0	0	6	4	0	0	0	2	21	0	0	0	0	0	0	0	0	2	12	4	13	0	0	0
0	0	3	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9	3	5	0	0	1	0	3	14	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	15	0	0	0	1	6	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	7	75	50	325	951	54	2	9	189	317	0	146	23	561	0	0	103	45	0	77	0	33	23	24	83	10	163	41	41	409	0	26	546	110	194	13	20	2
0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	11	4	4	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0
7	0	0	0	0	3	31	0	48	4	0	0	10	0	2	0	0	0	47	5	53	0	69	3	37	31	15	2	47	0	0	10	38	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
0	0	8	3	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	2	0	0	0	2	3	2	3	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	25	0	19	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	5	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	0	0	5	0	0	0	0	0	0	0
4	0	0	0	0	10	2	0	0	4	0	0	0	0	2	8	0	0	7	0	3	0	4	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	2	13	0	596	80	5	2	4	44	200	3	26	4	42	60	4	18	2	0	8	10	3	45	1	5	0	398	7	20	195	0	2	20	18	32	5	14	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0	24	0	75	2	0	7	0	0	37	0	9	0	10	0	2	2	0	0	0	0	0	19	0	0	0	72	0	6	45	0	0	16	2	14	0	3	3
0	0	0	0	1	0	0	0	2	0	5	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	3	2	0	0	0	0
0	0	0	0	3	0	2	0	0	0	0	0	14	0	2	2	0	7	2	0	0	0	3	3	0	2	0	0	1	0	0	0	2	2	1	1	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	3	0	0	4	2	0	10	0	0	3	0	11	3	0	1	0	4	0	0	1	0	4	7	0	0	0	4	7	1	1	0	0	0
17	0	2	0	2	0	14	0	0	0	0	0	1	0	9	0	0	14	0	0	7	0	11	13	0	7	1	0	6	0	0	0	20	18	10	25	0	0	0
0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	24	2	0	0	0	25	0	3	0	0	0	0	0	143	0	0	0	1	0	5	0	143	0
4	0	2	0	0	3	0	0	2	0	0	0	0	0	2	0	0	0	2	0	3	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	3	0	0	0	2	0	0	3	0	0	5	0	0	0	7	0	0	0	0	0	0
0	0	0	0	0	2	0	0	3	0	3	0	2	0	2	0	0	0	5	0	3	0	5	0	2	3	2	0	2	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	2	22	4	0	3	0	0	2	0	0	2	0	0	40	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0
0	0	24	9	0	7	0	2	0	0	0	0	0	12	0	0	151	0	0	0	2	235	0	0	0	0	0	0	0	45	2	0	0	0	0	0	0	37	0
0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	3	0	1	0	2	2	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0
0	0	13	0	4	0	4	3	3	0	1	0	5	6	0	0	0	7	4	0	4	0	6	3	0	2	0	0	3	3	0	0	0	7	9	3	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0
0	0	4	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	14	9	0	0	2	0	3	5	2	0	9	3	0	4	0	6	2	0	0	0	2	2	0	2	0	0	2	3	0	0	3	10	5	14	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0
3	0	0	0	0	4	5	0	2	5	2	0	5	2	12	0	0	2	16	7	16	0	18	8	7	10	2	0	12	0	0	8	14	0	0	6	0	0	0
0	0	89	26	0	0	0	9	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	0	6	6	17	15	10	0	5	15	3	0	23	8	57	42	0	33	33	0	17	0	24	117	5	10	8	19	9	0	3	0	13	54	28	57	0	0	0
0	0	0	0	0	0	0	0	2	0	8	0	3	0	0	50	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0
7	0	0	0	2	7	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	5	0	0	0	2	2	0	0	0	0	2	0	3	0	0	0
26	0	0	4	0	0	0	0	0	0	9	0	1	8	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	4	0	0	3	1	0	0	0	0	0	11	0	3	7	0	0	0
1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
31	0	6	0	181	0	0	0	0	0	28	0	5	0	16	1105	0	0	0	38	2	0	1	30	0	0	0	75	0	0	24	42	0	11	21	29	0	0	0
0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	5	4	39	5	0	0	0	0	0	0	15	5	16	15	0	14	0	0	0	0	0	10	0	0	0	15	0	0	0	0	0	16	15	24	0	0	0
0	0	3	0	0	9	18	0	34	0	0	0	2	2	2	0	11	0	36	31	27	19	35	0	22	16	5	0	37	12	0	46	35	6	0	2	0	9	0
0	0	4295	5699	894	10	0	1210	0	9	64	0	49	6295	5	9	0	48	0	0	0	0	2	5	0	0	0	525	0	0	68	2	0	2	76	89	0	0	0
0	0	0	0	0	8	5	0	8	3	0	0	0	2	0	0	0	0	10	8	14	2	6	0	5	9	0	0	6	0	0	6	10	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0
8	0	11	6	0	7	20	3	18	2	8	0	7	11	3	9	7	11	27	0	15	7	22	16	19	17	7	7	20	4	4	0	31	19	6	14	0	8	4
0	0	0	0	0	0	0	0	4	0	0	0	4	3	0	0	0	4	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	4	0	2	0	0	0	2	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	2	0	0	0	5	6	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
0	0	0	0	2	4	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	2	6	0	0	0
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	2	0	0	0	0	0
0	0	2	0	0	0	4	0	12	0	0	2	0	0	0	0	82	0	4	6	2	106	4	0	7	3	0	0	0	84	0	3	4	0	0	0	0	69	2
3	2	24	31	2	5	0	12	0	14	0	2	0	35	2	10	0	3	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20
25	0	2	0	0	0	0	0	2	5	7	0	7	6	15	0	0	6	0	0	0	0	0	23	0	0	0	3	0	0	0	0	0	9	5	6	0	0	0
0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	7	2	6	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	0	15	2	149	30	15	3	22	15	71	0	19	6	56	63	1	16	12	0	19	2	19	70	10	7	2	69	8	10	71	0	16	39	16	16	2	3	3
0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	1	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	2	0	0	0	0	0
0	0	8	0	206	654	1	2	3	535	0	0	1	0	75	0	0	6	8	17	4	0	7	0	0	2	2	157	0	0	0	57	10	107	20	32	0	0	0
0	0	0	0	0	2	1	0	4	2	0	0	5	0	2	8	0	2	5	0	4	3	1	0	3	1	2	0	4	0	0	0	6	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
