Ro2020s021	Ro2020s035	Ro2020s001	Ro2020s003	Ro2020s022	Ro2020s028	Ro2020s012	Ro2020s002	Ro2020s008	Ro2020s026	Ro2020s024	Ro2020s037	Ro2020s016	Ro2020s004	Ro2020s019	Ro2020s029	Ro2020s031	Ro2020s027	Ro2020s009	Ro2020s039	Ro2020s010	Ro2020s030	Ro2020s013	Ro2020s020	Ro2020s007	Ro2020s017	Ro2020s014	Ro2020s023	Ro2020s015	Ro2020s033	Ro2020s025	Ro2020s038	Ro2020s011	Ro2020s018	Ro2020s006	Ro2020s005	Ro2020s036	Ro2020s032	Ro2020s034
0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	4	0	4	0	3	2	0	0	0	0	0	12	1	0	0	0	0	0	0
7	0	2	0	2	2	0	0	0	2	6	0	2	0	3	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	6	3	6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	4	52	11	37	185	77	12	82	95	3	4	59	12	15	165	47	68	164	17	116	111	128	40	68	81	44	41	106	27	11	31	104	49	33	39	0	25	3
2	0	3	2	19	17	20	0	17	4	0	0	11	1	0	0	0	9	0	0	19	2	24	0	14	13	2	8	13	0	0	0	23	5	1	0	2	7	0
2	0	0	0	3	0	0	0	0	2	0	0	0	2	7	0	0	8	0	0	0	0	0	2	0	0	0	2	3	0	2	0	0	0	12	8	0	0	0
0	0	0	0	4	1	2	0	0	5	0	2	0	0	0	4	0	0	0	0	4	0	3	1	0	3	0	6	0	0	3	0	3	0	0	0	0	0	0
0	0	2	3	5	7	0	2	0	6	0	0	8	0	0	6	0	2	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	4	0	3	0	0	0
0	0	0	0	0	122	0	0	16	86	0	0	16	0	5	125	0	6	2	19	0	0	0	0	7	0	0	5	0	0	3	37	0	3	0	4	0	0	0
0	0	9	4	0	31	0	0	0	16	2	0	3	6	4	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	2	2	0	0	0
0	0	5	0	0	0	4	0	15	0	0	0	0	1	0	13	0	0	8	0	4	0	17	4	8	15	9	0	11	0	0	0	16	3	0	0	0	0	2
0	0	0	0	46	35	7	0	7	23	0	0	6	0	4	0	0	0	23	21	19	7	23	0	7	8	7	25	14	0	0	49	28	2	0	3	0	0	0
0	0	9	83	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	2	0	0	0
5	0	0	0	0	0	0	0	3	0	0	0	8	0	0	3	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	2	0	0	0	2	0	0	0	0	0	0	16	1	0	0	0	0	0	0
5	0	0	0	0	29	2	0	0	29	0	0	6	0	2	69	0	7	7	0	4	0	2	8	0	0	0	0	6	0	0	0	4	9	2	4	0	0	0
0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	5	0	0	0
0	3	9	0	17	11	0	2	0	12	9	0	5	2	4	12	10	8	0	0	0	7	0	0	0	0	0	7	0	10	5	0	0	15	4	0	0	7	4
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	4	0	0	0	0	0	0	3	0	0	3	0	0	0
21	0	0	0	2	6	3	0	0	3	0	0	26	0	15	31	0	24	3	0	3	0	4	28	2	0	0	0	0	0	3	0	2	27	8	22	0	0	0
21	0	0	2	3	25	6	0	5	17	0	0	23	0	43	24	0	30	23	6	16	0	23	16	8	6	6	11	14	0	2	3	4	27	8	31	0	0	3
0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	0	2	1	0	0	0	3	0	0	0	2	3	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0
37	0	4	0	0	0	0	0	0	6	0	12	6	0	2	4	0	5	0	0	0	0	0	55	2	0	0	0	0	0	0	0	0	9	6	7	11	3	0
2	0	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	2	4	2	5	0	6	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0
0	0	0	0	3	29	0	0	2	20	0	0	5	2	4	24	0	5	6	0	3	2	6	6	0	2	0	0	7	0	0	0	5	0	3	3	0	0	0
9	0	0	0	0	2	16	0	0	6	0	0	0	0	1	2	3	1	23	0	27	2	30	3	18	0	1	0	11	0	0	2	9	0	0	0	0	4	3
0	0	1	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	13	6	38	0	36	3	0	0	11	0	2	0	0	12	45	5	73	0	45	2	30	20	6	2	30	0	0	3	46	5	2	0	0	0	0
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0
0	0	17	35	0	0	0	2	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	2	0	3	13	34	0	33	2	8	0	12	0	8	6	0	11	40	0	28	0	50	20	26	26	12	8	35	0	5	0	54	9	10	10	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
0	0	0	0	0	1	7	0	8	0	0	0	0	0	0	0	0	0	16	23	5	0	6	0	4	0	0	0	1	0	0	43	10	0	0	0	0	0	0
0	0	4	0	0	0	23	0	50	0	0	0	3	0	4	0	0	0	40	0	34	0	24	5	31	16	7	0	30	0	0	0	23	16	4	5	0	0	0
3	0	2	0	0	3	0	0	7	3	0	0	0	0	0	4	0	0	3	0	2	0	4	0	0	2	0	7	0	0	0	0	0	3	2	0	0	0	0
0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	2	0	9	8	12	2	8	0	5	5	0	0	4	0	0	9	3	0	0	0	0	0	0
5	0	12	0	40	0	0	2	0	0	36	0	4	0	17	0	0	6	0	0	0	0	0	18	0	0	0	30	0	3	13	0	0	8	0	11	0	0	0
7	0	0	0	0	0	0	0	0	0	6	0	4	0	7	4	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	6	9	0	0	0
67	3	73	46	19	19	11	13	25	5	21	3	60	59	125	19	5	64	24	0	28	6	31	63	19	17	10	14	24	16	1	0	17	60	52	54	2	18	2
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	3	0	2	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	36	0	1	0	0	7	0	0	0	0	0	7	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0
0	0	3	2	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	1	2	0	0	2	0	5	5	0	3	2	0	3	0	2	7	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0
34	2	0	3	94	0	0	0	4	0	128	0	21	4	54	47	0	21	0	0	0	0	0	48	5	0	0	102	0	2	85	0	4	78	20	21	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
2	0	10	13	14	0	0	2	0	0	4	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0
16	0	13	11	55	64	2	1	3	42	24	0	24	5	20	50	0	14	6	0	3	2	4	19	0	0	0	33	1	0	15	0	3	27	19	18	0	0	0
0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	4	4	0	0	0	0	2	4	0	0	2	0	0	0	5	0	2	0	2	0	3	0	0	0	2	3	2	8	0	0	0
0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	3	2	0	0	0
0	0	4	2	0	0	0	0	3	0	2	0	0	5	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0
0	0	1	0	0	0	0	0	12	0	2	0	0	0	7	0	0	0	0	0	3	0	0	2	2	3	4	0	6	0	0	0	4	0	2	1	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0
2	0	0	0	2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0
0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	0	3	0	14	43	0	0	0	37	13	0	0	0	4	78	0	4	0	0	0	0	0	31	0	0	0	5	0	0	8	0	0	12	9	8	0	0	0
12	0	0	4	21	21	3	0	0	22	0	0	8	0	27	0	0	9	5	48	2	0	0	2	4	0	0	3	0	0	0	65	3	2	10	11	0	0	0
0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	5	0	0	0	67	0	0	0	2	0	0	0	10	0	0	0	147	0	8	0	0	0	0	0
0	0	0	0	9	0	0	0	0	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	67	0	32	3	0	0	5	6	0	1	8	6	22	29	73	2	62	2	33	31	14	0	53	5	0	32	64	2	0	4	0	3	0
3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	24	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	20	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
0	0	14	0	0	0	0	0	4	10	8	0	2	0	0	6	0	0	1	0	1	3	9	0	4	0	0	0	0	0	0	0	4	1	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
0	0	0	0	0	2	7	0	20	2	0	0	9	0	11	10	0	2	17	0	10	0	21	8	24	6	4	0	10	0	0	0	10	10	10	15	0	0	0
2	0	0	0	0	0	2	0	0	0	0	0	2	6	2	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
0	0	3	3	0	0	0	0	2	0	0	0	7	0	5	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0
11	0	0	0	0	2	0	0	0	4	0	0	0	0	3	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	0
0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	2	0	0	0
0	0	0	0	0	6	0	0	0	0	0	0	3	0	8	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0
2	0	0	0	0	8	0	0	0	5	0	0	0	0	0	2	132	3	0	0	0	221	0	3	2	0	2	0	0	22	0	0	0	0	0	2	0	13	0
3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	7	0	2	0	0	0	3	0	4	0	0	0	3	3	0	0	0	0	0
5	0	0	2	0	0	0	0	0	0	2	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	5	0	0	0
2	0	0	2	3	4	0	0	0	9	2	0	0	0	5	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0
15	1	5	0	0	4	0	0	3	1	0	9	7	0	0	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	5	8	9	0	12
24	0	0	0	0	11	0	0	2	6	0	0	8	0	0	42	0	0	0	0	3	0	0	23	0	0	0	0	3	0	14	0	0	0	5	0	0	0	0
10	222	0	0	0	29	0	0	21	26	0	64	4	0	10	23	19	2	0	0	4	19	0	12	10	0	0	3	0	5	0	0	0	9	5	5	85	5	301
0	0	0	2	0	3	0	0	0	5	0	0	0	0	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
0	0	0	2	0	0	3	0	0	0	0	0	0	3	2	0	0	0	4	0	2	0	8	0	0	3	0	0	5	0	0	0	5	3	2	2	0	0	0
0	0	0	0	0	0	0	0	0	0	26	0	2	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
39	0	8	3	20	2	19	0	11	3	38	0	83	3	49	2	0	91	46	2	25	0	27	62	10	13	9	11	20	0	33	0	35	51	33	34	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	0	7	0	0	0	0	0	0	0	6	0	8	0	0	3	0	3	0	0	0	0	2	57	1	0	0	0	0	0	9	0	0	0	5	0	0	0	0
20	0	0	0	3	6	0	0	0	4	8	0	0	0	0	0	0	15	0	0	3	0	4	26	0	3	0	2	0	0	19	0	3	7	7	3	0	0	0
0	0	0	0	30	2	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	4	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	3	3	4	0	3	0
0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	8	3	0	3	0	0	0	0	0	3	0	0	11	2	0	0	0	0	0	0
0	0	0	3	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	5	0	2	4	0	4	0	0	0
0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	6	0	0	0	2	4	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0
32	4	128	67	0	38	108	36	64	35	7	9	51	92	23	43	573	42	182	100	161	752	144	30	21	23	31	0	82	1122	6	131	161	0	17	7	12	892	10
6	0	173	34	0	9	67	61	71	8	0	0	8	53	6	0	7	7	70	39	72	8	56	23	61	32	22	0	45	30	0	78	66	23	8	2	2	24	2
0	0	3	0	0	5	0	0	3	0	0	2	2	4	0	0	0	5	1	0	2	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	3	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	28	5	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	2	0	0	0	0	0	17	0	15	0	0	8	3	0	0	0	0	0	0	0	0	3	0	0	4	0	0	11	20	22	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
1	0	2	0	11	4	2	3	0	0	4	0	5	3	9	2	2	3	4	0	2	2	3	6	6	3	0	3	5	0	6	0	4	8	0	3	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	5	0	0	0	2	0	0	0	0	0	5	0	0	4	0	2	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	14	0	0	0	0	0	10	0	0	0	0	0	0	3	1	0
15	0	0	3	0	0	0	0	2	0	10	0	24	4	6	0	0	22	2	0	0	0	0	8	0	0	0	0	0	0	9	0	0	6	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	3	0	73	3	0	0	0	6	120	0	13	0	13	0	0	0	0	0	0	0	0	9	0	0	0	18	0	4	101	0	0	14	11	9	0	2	0
4	0	11	5	0	6	26	0	23	0	0	0	0	4	0	0	8	2	29	9	23	4	26	2	33	11	8	0	18	8	0	14	34	0	0	4	0	8	2
0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0
2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	3	0	6	0	3	0	3	6	0	0	3	0	0	0	4	2	0	0	0	0	0
0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
2	0	2	0	0	0	7	3	7	0	0	0	0	0	0	0	4	0	7	4	13	3	9	0	2	1	0	0	3	2	0	7	3	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	2	2	0	0	0	2	4	0	0	6	0	2	0	3	4	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
2	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	3	4	0	3	0	5	0	4	3	2	0	3	0	0	0	2	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	3	1	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	2	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	12	5	5	22	117	7	52	50	7	0	90	0	110	30	0	97	137	7	163	0	173	26	58	115	49	10	160	0	2	3	167	142	83	116	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
4	0	0	0	6	0	0	0	0	0	2	0	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	7	4	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	4	0	0	6	41	0	37	4	0	0	6	4	3	5	0	0	47	5	65	2	63	6	22	42	21	3	47	0	0	8	53	2	2	0	0	0	0
5	0	5	0	0	10	31	0	16	5	0	0	14	0	6	0	0	9	36	11	33	0	64	7	13	32	18	0	47	0	0	14	52	10	22	36	0	0	0
0	2	1	1	0	5	6	0	7	2	0	0	0	6	0	0	0	0	11	0	6	0	14	0	4	2	4	3	1	1	0	0	2	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	3	0	0	0	0	0	2	0	4	0	3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	12	5	0	0	0	0	2	0	0	0	2	22	0	0	0	0	2	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	9	5	0	0	0	2	0	0	0	0	2	7	0	0	0	0	0	0	0	4	0	0	0	8	0	0	1	0	0	7	0	0	0	0	0
2	2	3	0	5	16	44	4	31	9	0	0	4	2	2	8	11	3	60	32	85	6	97	0	35	48	30	0	46	3	0	30	62	7	0	3	0	10	0
3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	5	0	4	0	0	0	4	0	0	0	0	2	3	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	2	0
0	0	0	0	10	7	0	0	0	0	16	0	33	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	4	20	35	0	0	0
19	0	7	0	0	0	0	6	2	0	0	0	5	2	2	0	0	3	0	0	2	0	0	9	0	0	0	0	0	0	0	0	3	10	12	5	0	0	0
0	0	21	2	0	0	5	5	3	0	0	0	3	2	4	0	0	3	7	13	6	0	3	0	0	4	0	0	3	0	0	30	8	8	0	0	0	0	0
0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	7	0	0	0	1	1	0	0	0	0	11	0	3	2	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	3	0	2	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
0	0	11	0	0	0	0	0	40	0	0	0	1	3	1	0	3	1	10	7	5	14	0	0	0	25	7	0	32	16	0	8	31	0	3	4	2	10	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	8	0	8	0	0	4	0	0	6	0	0	0	6	0	0	0	0	0	0
0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	0	2	2	0	0	0	0	19	8	0	0	0	0	0	0
3	0	5	0	0	0	0	0	0	0	0	0	4	0	2	0	0	8	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1105	3	0	0	0	0	0	0	0	0	0	0	1756	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	5	0	0	6	0	0	0	5	0	0	0	0	0	0
3	0	2	0	5	14	0	0	0	5	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
0	0	0	2	0	6	0	0	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	3	0	0	0
0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	4	0
13	0	4	3	4	0	27	0	12	5	9	0	26	5	31	5	0	25	46	20	39	0	39	26	9	13	2	0	25	0	4	20	40	25	8	16	0	0	0
